course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview,skill_id,relevance_score
208,Innovation Culture Catalyst (ICC): The Game Changer,SINGAPORE MANAGEMENT UNIVERSITY,APIs,480.0,17.0,Beginner,,"By the end of this course, participants will be able to:_x000D_ - learn, practise and plan using 4 foundational aspects of shaping innovation culture and mindset in their organisation; _x000D_ - understand and learn the role of the leader in innovation; _x000D_ - explore the impact of environments t",17,0
209,Innovation Culture Catalyst (ICC): The Game Changer (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,480.0,17.0,Beginner,,"By the end of this course, participants will be able to:_x000D_ - learn, practise and plan using 4 foundational aspects of shaping innovation culture and mindset in their organisation; _x000D_ - understand and learn the role of the leader in innovation; _x000D_ - explore the impact of environments t",17,0
210,Innovations Shaping FinTech: Emerging Technologies and Trends,SINGAPORE MANAGEMENT UNIVERSITY,APIs,300.0,8.0,Intermediate,,"Step into the future of finance with this cutting-edge course, where participants will explore the transformative technologies and trends reshaping the FinTech landscape. Delve into quantum computing, the Internet of Things (IoT), and other groundbreaking advancements to discover their transformativ",17,0
211,Innovations Shaping FinTech: Emerging Technologies and Trends (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,APIs,300.0,8.0,Intermediate,,"Step into the future of finance with this cutting-edge course, where participants will explore the transformative technologies and trends reshaping the FinTech landscape. Delve into quantum computing, the Internet of Things (IoT), and other groundbreaking advancements to discover their transformativ",17,0
214,Inter-professional Workshop on Cognitive Rehabilitation for Persons with Cognitive-Perceptual Dysfunction (Synchronous e-Learning),SINGAPORE INSTITUTE OF TECHNOLOGY,APIs,600.0,18.0,Intermediate,,"This two-day introductory workshop is targeted at occupational therapists, nurse clinicians and other allied health professionals who are working with cognitive-perceptual issues seen in persons with a range of neurological and psychiatric conditions. The aim is to equip healthcare professionals wit",17,0
215,Intermediate Clinical Exercise Testing and Prescription,SINGAPORE INSTITUTE OF TECHNOLOGY,APIs,1350.0,40.0,Intermediate,,"This course aims to equip physiotherapists with principles in clinical exercise physiology to understand the impact of exercise or activity on the human physiological system. For the effective management and prevention of chronic non-communicable diseases (NCDs) through modifications of exercise, li",17,0
216,International Human Capital Management and Cultural Intelligence,Singapore University of Social Sciences,APIs,2640.0,24.0,Unspecified,,Appraise how different contexts affect international human capital management. Examine the issues and decisions in international human capital management. Discuss issues related to cross-cultural differences and cultural synergy. Plan and manage talents worldwide and within countries. Design policie,17,0
217,Internationalisation (Asia) Series: New Ventures in Jakarta,SINGAPORE MANAGEMENT UNIVERSITY,APIs,2100.0,40.0,Unspecified,,"""Indonesia is Southeast Asiaâ€™s largest economy and population, rich in all types of natural resources as well as culture diversity. In the last 2 decades, the GDP per capital has risen by over 70% with even more projected growth in the next 10 years, making it ASEAN largest consumer economy.  The",17,0
218,Internet of Things (IoT) Fundamental for Beginners,TERTIARY INFOTECH PTE. LTD.,APIs,375.0,16.0,Intermediate,,"Curious about how the Internet of Things (IoT) is reshaping the world around you? Our WSQ IoT Fundamental for Beginners course offers a solid foundation for understanding this transformative technology. Learn the basics of how smart devices communicate, collect data, and interact with the environmen",17,0
219,Interpersonal Skills and  Proposal Writing,Singapore Polytechnic,APIs,1315.95,46.5,Unspecified,,"As Singapore becomes an innovation-driven economy, new skills and competencies will be in demand. To help working adults upgrade themselves with relevant Human Resource skills and knowledge, the DBHC under the Continuing Education & Training (CET) framework was officially launched in 2018. This is i",17,0
220,Interprofessional Low Vision Rehabilitation: Basic Foundations,SINGAPORE INSTITUTE OF TECHNOLOGY,APIs,600.0,16.0,Intermediate,,"This customised basic low vision rehabilitation course provides occupational therapists, physiotherapists and registered nurses with basic knowledge and skills to manage patients with low vision. It will provide additional best practice knowledge for low vision beyond pre-registration professional e",17,0
221,Intervention Implementation in Therapy Support (Classroom & Asynchronous),HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,APIs,501.6,76.0,Beginner,,This module will introduce the various administrative and clinical roles of a therapy assistant. The learner will be acquiring the skills to implement the therapy interventions under the supervision of therapists.,17,0
222,Introduction to Business Law,Singapore Polytechnic,APIs,1315.95,46.5,Beginner,,"As Singapore becomes an innovation-driven economy, new skills and competencies will be in demand. To help working adults upgrade themselves with relevant Human Resource skills and knowledge, the DBHC under the Continuing Education & Training (CET) framework was officially launched in 2018. This is i",17,0
223,Introduction to Play Therapy,NATIONAL UNIVERSITY OF SINGAPORE,APIs,540.0,14.0,Beginner,,"At the end of the programme, participants are expected to achieve the following objectives: _x000D_ â€¢ Understand the rationale of play therapy in working with children and adolescents;_x000D_ â€¢ Understand the therapeutic powers of play and its application to engagement and assessment;_x000D_ â€¢",17,0
224,Java Programming for Developers,BELLS INSTITUTE OF HIGHER LEARNING PTE. LTD.,APIs,420.0,28.0,Unspecified,,The objectives of the Java Programming for Developers course are to:_x000D_ â€¢	Mastering Java syntax_x000D_ â€¢	Developing Java applications_x000D_ â€¢	Working with Java libraries and APIs_x000D_ â€¢	Creating graphical user interfaces (GUIs)_x000D_,17,0
225,JavaScript Framework with ReactJs (SF),NTUC LEARNINGHUB PTE. LTD.,APIs,855.0,40.0,Beginner,,"â€¢	Understand the fundamentals of React and its concepts, including creating and nesting functional components, adding markup and styles, displaying data, rendering conditions and lists, responding to events, and sharing data between components._x000D_ â€¢	Use React Hooks to handle rendering and ma",17,0
226,JavaScript Framework with ReactJs (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,APIs,855.0,40.0,Beginner,,"â€¢	Understand the fundamentals of React and its concepts, including creating and nesting functional components, adding markup and styles, displaying data, rendering conditions and lists, responding to events, and sharing data between components._x000D_ â€¢	Use React Hooks to handle rendering and ma",17,0
227,LEAN IN HEALTHCARE CERTIFICATION â€“ GREEN BELT,HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,APIs,294.0,40.0,Unspecified,,"The core business of hospitals delivering just care services is of the past. Hospitals' business is rapidly evolving_x000D_ towards meeting customersâ€™ demand for a seamless care experience. To achieve this, hospitals are investing_x000D_ resources to review its processes so that staff and clinicia",17,0
228,LEAN IN HEALTHCARE CERTIFICATION â€“ YELLOW BELT,HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,APIs,288.0,40.0,Unspecified,,"The core business of hospitals delivering just care services is of the past. Hospitals' business is rapidly evolving_x000D_ towards meeting customersâ€™ demand for a seamless care experience. To achieve this, hospitals are investing_x000D_ resources to review its processes so that staff and clinicia",17,0
229,Laboratory on Basic Counselling Skills,Singapore University of Social Sciences,APIs,1140.0,32.0,Beginner,,This counselling skill-based course to be conducted in the training laboratory and classroom is to enable our students in the Foundation Studies to: â€¢ Acquire the theoretical framework and basic counselling skills in the stages of the counselling process. â€¢ Practise the micro-counselling skills,17,0
230,Leadership and Organisational Management,Republic Polytechnic,APIs,874.8,90.0,Intermediate,,"This module is part of the Post Diploma Certificate in Hospitality Leadership and Management, Specialist Diploma in Hospitality and Tourism Management. The Hospitality and Tourism industry is changing rapidly, with a focus on bespoke experiences, and quality tourism. The advent of AI will continue t",17,0
